MAWB,Carrier_Code,Departure_Year_Month,Export_Main_Office_Company,Export_Main_Office_Branch,Carrier_Service_Level,Trade_Lane_A2A,Departure_Airport_Location,Destination_Airport_Location,Service_Type,Vertical,Commodity,Interline_Shipment,Chargeable_Weight,Handling_Notes
MAWB108533,SQ,2025-02,GB,GBBRS,PRM,BRS-FRA,BRS,FRA,EXP,Perishables,Vegetables,N,3947.4,Consignee distribution centre not ready - cold storage arranged at destination
MAWB108534,CX,2025-02,GB,GBBHX,DIM,BHX-GRU,BHX,GRU,DGR,Retail,Homeware,N,2729.6,
MAWB108535,DL,2025-04,US,USATL,XPS,ATL-AMS,ATL,AMS,EXP,Pharma,Medical Devices,N,1653.3,
MAWB108536,LH,2025-01,GB,GBMAN,DGR,MAN-DEL,MAN,DEL,GEN,Pharma,Insulin,N,724.4,
MAWB108537,CX,2025-04,DE,DEFRA,GEN,FRA-LAX,FRA,LAX,GEN,Perishables,Vegetables,Y,4443.4,
MAWB108538,SQ,2025-05,GB,GBBRS,PRM,BRS-HKG,BRS,HKG,EXP,Perishables,Fish,N,2380.3,Standard handling completed
MAWB108539,LH,2025-07,GB,GBLHR,DGR,LHR-LAX,LHR,LAX,DGR,Aerospace,Maintenance Kits,Y,4396.7,Standard handling completed
MAWB108540,UA,2025-02,DE,DEFRA,XPS,FRA-PVG,FRA,PVG,GEN,Automotive,Gearboxes,Y,2950,
MAWB108541,DL,2025-02,US,USATL,DIM,ATL-MEX,ATL,MEX,DGR,Automotive,Gearboxes,Y,3387.3,OEM production facility not ready to receive - delivery rescheduled
MAWB108542,DL,2025-11,NL,NLAMS,PRM,AMS-BKK,AMS,BKK,GEN,Pharma,Insulin,Y,4031.1,Shipment processed normally
MAWB108543,UA,2025-10,GB,GBLHR,DGR,LHR-CDG,LHR,CDG,EXP,Pharma,Medical Devices,N,3312.8,Standard handling completed
MAWB108544,EK,2025-12,AE,AEDXB,DGR,DXB-FRA,DXB,FRA,EXP,Automotive,Car Parts,Y,2020.4,
MAWB108545,EK,2025-04,GB,GBLHR,XPS,LHR-BKK,LHR,BKK,DGR,Perishables,Vegetables,Y,2592.5,Customer requested delivery change after ARR
MAWB108546,BA,2025-03,NL,NLAMS,ECO,AMS-LAX,AMS,LAX,EXP,Aerospace,Avionics,N,4025.1,
MAWB108547,CX,2025-09,GB,GBBRS,DGR,BRS-DXB,BRS,DXB,DGR,Aerospace,Aircraft Parts,N,1899.6,Standard handling completed
MAWB108548,BA,2025-05,GB,GBLHR,PRM,LHR-NRT,LHR,NRT,DGR,Aerospace,Aircraft Parts,Y,1971.2,Standard handling completed
MAWB108549,AF,2025-12,GB,GBLHR,PRM,LHR-CDG,LHR,CDG,EXP,Pharma,Medical Devices,Y,523.7,Standard handling completed
MAWB108550,DL,2025-07,NL,NLAMS,ECO,AMS-CDG,AMS,CDG,EXP,Retail,Consumer Electronics,N,4577.2,Shipment moved as planned
MAWB108551,AF,2025-09,GB,GBBHX,GEN,BHX-LHR,BHX,LHR,DGR,Pharma,Laboratory Samples,N,500.6,
MAWB108552,UA,2025-06,FR,FRCDG,XPS,CDG-SIN,CDG,SIN,GEN,Automotive,Gearboxes,N,3258.6,No issues reported
MAWB108553,LH,2025-09,GB,GBMAN,GEN,MAN-BKK,MAN,BKK,EXP,Aerospace,Turbine Components,N,2095.3,Shipment processed normally
MAWB108554,BA,2025-02,SG,SGSIN,DGR,SIN-JNB,SIN,JNB,GEN,Automotive,Tyres,N,2057.8,Export clearance delayed - dual-use classification check on electronic components
MAWB108555,EK,2025-01,US,USATL,ECO,ATL-AMS,ATL,AMS,DGR,Automotive,Tyres,Y,3413.8,LAT milestone delayed because truck arrived late
MAWB108556,CX,2025-01,GB,GBBHX,PRM,BHX-AMS,BHX,AMS,EXP,Aerospace,Aircraft Parts,Y,382.1,
MAWB108557,EK,2025-04,GB,GBMAN,PRM,MAN-JNB,MAN,JNB,GEN,Aerospace,Turbine Components,N,2988.8,AOG shipment built-up incorrectly - rebuilt before acceptance
MAWB108558,SQ,2025-12,GB,GBBHX,PRM,BHX-SYD,BHX,SYD,DGR,Retail,Consumer Electronics,Y,3871.6,
MAWB108559,AF,2025-10,GB,GBLHR,PRM,LHR-PVG,LHR,PVG,DGR,Retail,Consumer Electronics,N,4149.7,
MAWB108560,BA,2025-11,US,USATL,DGR,ATL-FRA,ATL,FRA,EXP,Automotive,Gearboxes,N,894.1,Customer requested delivery change after ARR
MAWB108561,CX,2025-10,US,USATL,XPS,ATL-SIN,ATL,SIN,EXP,Retail,Consumer Electronics,N,4492.2,
MAWB108562,LH,2025-03,SG,SGSIN,PRM,SIN-GRU,SIN,GRU,DGR,Retail,Consumer Electronics,N,3297.9,
MAWB108563,BA,2025-09,GB,GBMAN,GEN,MAN-FRA,MAN,FRA,EXP,Aerospace,Turbine Components,N,4415.2,Standard handling completed
MAWB108564,EK,2025-09,DE,DEFRA,XPS,FRA-JFK,FRA,JFK,GEN,Perishables,Fruit,N,2452.1,Shipment moved as planned
MAWB108565,BA,2025-04,NL,NLAMS,PRM,AMS-DEL,AMS,DEL,GEN,Retail,Homeware,Y,2733.1,Flight delay due to weather at origin
MAWB108566,UA,2025-06,SG,SGSIN,DIM,SIN-LAX,SIN,LAX,EXP,Perishables,Vegetables,Y,4599.2,No issues reported
MAWB108567,AF,2025-07,SG,SGSIN,ECO,SIN-LHR,SIN,LHR,DGR,Retail,Homeware,N,4504.6,Minor damage to outer packaging noted on arrival
MAWB108568,DL,2025-06,GB,GBBHX,XPS,BHX-ORD,BHX,ORD,GEN,Automotive,Engine Components,N,2268.4,
MAWB108569,UA,2025-08,SG,SGSIN,DIM,SIN-ATL,SIN,ATL,EXP,Aerospace,Maintenance Kits,N,1408.3,No issues reported
MAWB108570,EK,2025-03,GB,GBBHX,DGR,BHX-HKG,BHX,HKG,EXP,Perishables,Fruit,N,1996.2,Shipment moved as planned
MAWB108571,EK,2025-07,NL,NLAMS,DGR,AMS-MEX,AMS,MEX,DGR,Pharma,Insulin,N,1969.4,No issues reported
MAWB108572,DL,2025-01,DE,DEFRA,ECO,FRA-LAX,FRA,LAX,EXP,Perishables,Flowers,N,1470,Cold chain vehicle breakdown caused late arrival of perishable cargo
MAWB108573,BA,2025-07,NL,NLAMS,PRM,AMS-SYD,AMS,SYD,DGR,Pharma,Laboratory Samples,N,1379.5,
MAWB108574,UA,2025-08,DE,DEFRA,PRM,FRA-BKK,FRA,BKK,EXP,Perishables,Fruit,N,4312.3,No issues reported
MAWB108575,EK,2025-03,AE,AEDXB,GEN,DXB-PVG,DXB,PVG,GEN,Pharma,Vaccines,N,395.8,
MAWB108576,AF,2025-06,DE,DEFRA,DGR,FRA-JNB,FRA,JNB,GEN,Perishables,Fruit,Y,3404.2,No issues reported
MAWB108577,DL,2025-02,GB,GBBHX,DGR,BHX-PVG,BHX,PVG,GEN,Perishables,Flowers,N,905.5,
MAWB108578,UA,2025-05,SG,SGSIN,DGR,SIN-ICN,SIN,ICN,DGR,Retail,Consumer Electronics,Y,1755.3,Shipment processed normally
MAWB108579,UA,2025-02,FR,FRCDG,DIM,CDG-LAX,CDG,LAX,EXP,Pharma,Medical Devices,Y,354.6,
MAWB108580,LH,2025-12,GB,GBLHR,XPS,LHR-ORD,LHR,ORD,DGR,Retail,Homeware,N,1386.4,No issues reported
MAWB108581,BA,2025-10,NL,NLAMS,DIM,AMS-BKK,AMS,BKK,DGR,Automotive,Gearboxes,Y,3853.7,Standard handling completed
MAWB108582,CX,2025-12,SG,SGSIN,PRM,SIN-MEX,SIN,MEX,GEN,Retail,Clothing,N,4430.8,Standard handling completed
MAWB108583,BA,2025-11,AE,AEDXB,DGR,DXB-NRT,DXB,NRT,EXP,Aerospace,Aircraft Parts,Y,1146.6,Warehouse handling delay - build up completed late
MAWB108584,LH,2025-12,GB,GBMAN,GEN,MAN-DEL,MAN,DEL,GEN,Retail,Clothing,Y,2344.6,No issues reported
MAWB108585,EK,2025-02,US,USATL,DGR,ATL-JNB,ATL,JNB,EXP,Pharma,Vaccines,Y,2378.1,RCF milestone not updated on time
MAWB108586,LH,2025-12,US,USATL,XPS,ATL-GRU,ATL,GRU,EXP,Automotive,Tyres,Y,4374.2,RCF milestone not updated on time
MAWB108587,UA,2025-10,AE,AEDXB,ECO,DXB-DEL,DXB,DEL,DGR,Perishables,Fruit,N,3825.9,No issues reported
MAWB108588,BA,2025-10,GB,GBLHR,ECO,LHR-LAX,LHR,LAX,EXP,Retail,Homeware,N,2589.7,Shipment processed normally
MAWB108589,DL,2025-12,US,USATL,GEN,ATL-NRT,ATL,NRT,GEN,Perishables,Fruit,Y,3370.2,Standard handling completed
MAWB108590,LH,2025-12,GB,GBBRS,GEN,BRS-DXB,BRS,DXB,EXP,Retail,Clothing,Y,4244.4,Standard handling completed
MAWB108591,LH,2025-08,FR,FRCDG,XPS,CDG-LHR,CDG,LHR,DGR,Pharma,Medical Devices,N,97.2,Shipment moved as planned
MAWB108592,DL,2025-08,US,USATL,ECO,ATL-DXB,ATL,DXB,EXP,Retail,Clothing,N,2044.3,
MAWB108593,UA,2025-05,AE,AEDXB,XPS,DXB-NRT,DXB,NRT,DGR,Perishables,Fish,N,4540.9,Standard handling completed
MAWB108594,UA,2025-04,AE,AEDXB,DIM,DXB-LAX,DXB,LAX,GEN,Automotive,Car Parts,N,3714.5,RCF milestone not updated on time
MAWB108595,EK,2025-10,GB,GBMAN,GEN,MAN-GRU,MAN,GRU,DGR,Pharma,Laboratory Samples,Y,2737.1,Shipment moved as planned
MAWB108596,EK,2025-12,GB,GBMAN,ECO,MAN-DEL,MAN,DEL,DGR,Pharma,Laboratory Samples,N,2671.7,Dangerous goods paperwork incorrect
MAWB108597,EK,2025-12,DE,DEFRA,XPS,FRA-JNB,FRA,JNB,DGR,Perishables,Fruit,Y,1771.5,
MAWB108598,AF,2025-10,US,USATL,DGR,ATL-MEX,ATL,MEX,DGR,Pharma,Laboratory Samples,Y,2626.6,No issues reported
MAWB108599,DL,2025-08,GB,GBBHX,GEN,BHX-FRA,BHX,FRA,GEN,Pharma,Insulin,Y,3294.1,
MAWB108600,UA,2025-04,GB,GBBRS,ECO,BRS-DEL,BRS,DEL,EXP,Aerospace,Aircraft Parts,N,2120.9,Standard handling completed
MAWB108601,SQ,2025-04,AE,AEDXB,PRM,DXB-SYD,DXB,SYD,DGR,Perishables,Fruit,Y,3585.1,
MAWB108602,DL,2025-04,NL,NLAMS,DIM,AMS-ICN,AMS,ICN,EXP,Automotive,Engine Components,Y,4313.1,Shipment moved as planned
MAWB108603,DL,2025-04,FR,FRCDG,XPS,CDG-GRU,CDG,GRU,GEN,Aerospace,Maintenance Kits,Y,815.7,Temperature excursion reported for pharma cargo
MAWB108604,EK,2025-08,AE,AEDXB,DGR,DXB-JFK,DXB,JFK,GEN,Perishables,Fruit,Y,2285.2,Temperature excursion reported for pharma cargo
MAWB108605,EK,2025-09,US,USATL,DGR,ATL-ICN,ATL,ICN,EXP,Perishables,Flowers,N,2069.7,No issues reported
MAWB108606,UA,2025-10,AE,AEDXB,DGR,DXB-AMS,DXB,AMS,GEN,Aerospace,Avionics,Y,3453,Shipment processed normally
MAWB108607,DL,2025-04,DE,DEFRA,PRM,FRA-AMS,FRA,AMS,DGR,Pharma,Medical Devices,Y,1286.8,Aircraft change - pharmaceutical cargo rebooked to maintain cold chain
MAWB108608,AF,2025-08,SG,SGSIN,DGR,SIN-SYD,SIN,SYD,EXP,Aerospace,Avionics,Y,3219.2,
MAWB108609,EK,2025-09,FR,FRCDG,XPS,CDG-JNB,CDG,JNB,GEN,Pharma,Medical Devices,Y,4393.6,
MAWB108610,CX,2025-11,SG,SGSIN,DIM,SIN-ICN,SIN,ICN,EXP,Aerospace,Maintenance Kits,N,2119.8,Shipment moved as planned
MAWB108611,AF,2025-11,SG,SGSIN,DIM,SIN-NRT,SIN,NRT,EXP,Retail,Footwear,N,4559.5,Import customs inspection triggered - consumer electronics under review
MAWB108612,DL,2025-02,NL,NLAMS,GEN,AMS-FRA,AMS,FRA,GEN,Retail,Footwear,Y,4966.2,No issues reported
MAWB108613,EK,2025-09,GB,GBBRS,ECO,BRS-ICN,BRS,ICN,GEN,Aerospace,Maintenance Kits,N,575.2,
MAWB108614,CX,2025-08,GB,GBBHX,DGR,BHX-JFK,BHX,JFK,DGR,Automotive,Engine Components,Y,1203.6,Standard handling completed
MAWB108615,LH,2025-10,NL,NLAMS,XPS,AMS-HKG,AMS,HKG,DGR,Pharma,Laboratory Samples,Y,4754.4,No issues reported
MAWB108616,CX,2025-10,SG,SGSIN,ECO,SIN-NRT,SIN,NRT,GEN,Aerospace,Avionics,N,4793.7,Consignee not available at maintenance facility - delivery rescheduled
MAWB108617,AF,2025-12,US,USATL,PRM,ATL-LHR,ATL,LHR,EXP,Pharma,Laboratory Samples,Y,533.7,
MAWB108618,LH,2025-11,DE,DEFRA,DIM,FRA-GRU,FRA,GRU,DGR,Aerospace,Turbine Components,N,124.2,
MAWB108619,SQ,2025-05,FR,FRCDG,ECO,CDG-MEX,CDG,MEX,DGR,Perishables,Flowers,Y,847.4,Warehouse handling delay - build up completed late
MAWB108620,AF,2025-02,SG,SGSIN,PRM,SIN-DEL,SIN,DEL,EXP,Retail,Footwear,N,4980.3,
MAWB108621,EK,2025-04,AE,AEDXB,GEN,DXB-ATL,DXB,ATL,EXP,Aerospace,Maintenance Kits,N,941,Shipment moved as planned
MAWB108622,UA,2025-02,DE,DEFRA,DIM,FRA-LAX,FRA,LAX,EXP,Retail,Clothing,N,2537.6,Certificate of conformity missing for consumer electronics - document chase
MAWB108623,UA,2025-05,GB,GBBRS,DIM,BRS-DEL,BRS,DEL,EXP,Aerospace,Maintenance Kits,N,4249.7,Shipment moved as planned
MAWB108624,BA,2025-09,GB,GBLHR,XPS,LHR-DXB,LHR,DXB,DGR,Aerospace,Avionics,Y,151,Shipment processed normally
MAWB108625,LH,2025-01,FR,FRCDG,XPS,CDG-JNB,CDG,JNB,EXP,Perishables,Flowers,N,3042.2,Warehouse handling delay - build up completed late
MAWB108626,BA,2025-03,GB,GBBRS,ECO,BRS-LAX,BRS,LAX,DGR,Retail,Clothing,Y,1421.3,"Cargo arrived late at warehouse, truck delay"
MAWB108627,CX,2025-03,GB,GBMAN,DGR,MAN-SYD,MAN,SYD,GEN,Perishables,Flowers,Y,4318.6,
MAWB108628,EK,2025-04,GB,GBMAN,DIM,MAN-DEL,MAN,DEL,DGR,Aerospace,Aircraft Parts,Y,1453.1,
MAWB108629,DL,2025-09,AE,AEDXB,PRM,DXB-JFK,DXB,JFK,GEN,Automotive,Gearboxes,Y,3449.4,No issues reported
MAWB108630,BA,2025-01,GB,GBMAN,DGR,MAN-FRA,MAN,FRA,DGR,Automotive,Gearboxes,N,3387.4,FWB docs missing - reissued before departure
MAWB108631,CX,2025-12,AE,AEDXB,XPS,DXB-CDG,DXB,CDG,EXP,Automotive,Engine Components,N,1146.4,
MAWB108632,LH,2025-06,DE,DEFRA,ECO,FRA-LHR,FRA,LHR,GEN,Perishables,Fish,N,222.3,Shipment processed normally
MAWB108633,BA,2025-10,DE,DEFRA,GEN,FRA-PVG,FRA,PVG,DGR,Aerospace,Avionics,N,2075.8,Shipment processed normally
MAWB108634,UA,2025-01,GB,GBLHR,DGR,LHR-LAX,LHR,LAX,GEN,Perishables,Vegetables,Y,1481.5,Security screening issue / additional xray required
MAWB108635,CX,2025-07,GB,GBMAN,DGR,MAN-BKK,MAN,BKK,EXP,Retail,Homeware,N,4054.4,Shipment moved as planned
MAWB108636,AF,2025-03,US,USATL,DIM,ATL-ORD,ATL,ORD,GEN,Aerospace,Avionics,Y,4011.8,No issues reported
MAWB108637,AF,2025-08,GB,GBMAN,ECO,MAN-JFK,MAN,JFK,DGR,Aerospace,Aircraft Parts,Y,2312.3,Shipment processed normally
MAWB108638,LH,2025-04,US,USATL,DIM,ATL-PVG,ATL,PVG,DGR,Retail,Consumer Electronics,Y,3052.2,No issues reported
MAWB108639,LH,2025-10,GB,GBLHR,DGR,LHR-MEX,LHR,MEX,DGR,Perishables,Vegetables,Y,3041.1,Flight delay due to weather at origin
MAWB108640,UA,2025-12,GB,GBMAN,DGR,MAN-LHR,MAN,LHR,EXP,Aerospace,Avionics,N,4144.4,Shipment processed normally
MAWB108641,SQ,2025-01,GB,GBBHX,DIM,BHX-ORD,BHX,ORD,DGR,Perishables,Fruit,Y,2153.8,Standard handling completed
MAWB108642,UA,2025-06,GB,GBBRS,PRM,BRS-JFK,BRS,JFK,GEN,Pharma,Vaccines,Y,1413.5,
MAWB108643,SQ,2025-10,GB,GBBHX,DGR,BHX-JFK,BHX,JFK,EXP,Perishables,Fruit,Y,1361.9,Origin customs delay - health export certificate missing for fresh produce
MAWB108644,UA,2025-02,GB,GBBRS,XPS,BRS-LHR,BRS,LHR,GEN,Pharma,Vaccines,Y,2704.2,Shipment moved as planned
MAWB108645,BA,2025-04,US,USATL,PRM,ATL-LHR,ATL,LHR,DGR,Perishables,Vegetables,Y,2273.3,
MAWB108646,CX,2025-04,FR,FRCDG,DGR,CDG-ICN,CDG,ICN,EXP,Retail,Footwear,N,2228.6,Standard handling completed
MAWB108647,EK,2025-02,GB,GBLHR,XPS,LHR-CDG,LHR,CDG,GEN,Perishables,Flowers,Y,501.1,Shipment moved as planned
MAWB108648,UA,2025-04,GB,GBMAN,DIM,MAN-ATL,MAN,ATL,DGR,Retail,Homeware,N,3607.1,Dangerous goods paperwork incorrect
MAWB108649,SQ,2025-03,AE,AEDXB,PRM,DXB-SIN,DXB,SIN,EXP,Aerospace,Avionics,N,1108,No issues reported
MAWB108650,DL,2025-04,GB,GBLHR,ECO,LHR-MEX,LHR,MEX,DGR,Retail,Homeware,Y,1024.9,Shipment held due to missing invoice & packing list
MAWB108651,UA,2025-04,GB,GBMAN,DIM,MAN-SYD,MAN,SYD,EXP,Perishables,Fish,N,2093.2,RCF milestone not updated on time
MAWB108652,LH,2025-12,SG,SGSIN,GEN,SIN-FRA,SIN,FRA,DGR,Perishables,Fruit,N,1177.5,Phytosanitary certificate missing for fresh fruit - document chase required
MAWB108653,BA,2025-09,DE,DEFRA,GEN,FRA-SYD,FRA,SYD,EXP,Aerospace,Turbine Components,N,2940.1,Standard handling completed
MAWB108654,CX,2025-11,NL,NLAMS,XPS,AMS-PVG,AMS,PVG,EXP,Aerospace,Maintenance Kits,N,1888.7,Shipment processed normally
MAWB108655,SQ,2025-12,NL,NLAMS,XPS,AMS-NRT,AMS,NRT,GEN,Perishables,Vegetables,Y,2272.1,Offloaded due to capacity constraints - moved to next flight
MAWB108656,DL,2025-12,US,USATL,PRM,ATL-BKK,ATL,BKK,EXP,Automotive,Car Parts,Y,2709,Shipment moved as planned
MAWB108657,AF,2025-04,GB,GBBRS,DGR,BRS-SIN,BRS,SIN,EXP,Retail,Footwear,N,1057.5,
MAWB108658,EK,2025-10,US,USATL,DIM,ATL-DEL,ATL,DEL,DGR,Pharma,Insulin,N,821,No issues reported
MAWB108659,AF,2025-05,GB,GBLHR,DIM,LHR-DXB,LHR,DXB,EXP,Retail,Homeware,N,4408.1,
MAWB108660,DL,2025-05,NL,NLAMS,DIM,AMS-ORD,AMS,ORD,DGR,Aerospace,Aircraft Parts,N,2196.9,Road transport delay - specialist handling vehicle arrived late
MAWB108661,CX,2025-10,GB,GBLHR,ECO,LHR-NRT,LHR,NRT,GEN,Retail,Consumer Electronics,N,2089.9,Misconnect at hub due to late inbound flight - peak season congestion
MAWB108662,AF,2025-12,FR,FRCDG,XPS,CDG-DXB,CDG,DXB,GEN,Aerospace,Avionics,Y,226.3,Standard handling completed
MAWB108663,UA,2025-07,GB,GBBHX,ECO,BHX-SYD,BHX,SYD,DGR,Automotive,Car Parts,N,2515,LAT milestone delayed because truck arrived late
MAWB108664,AF,2025-07,GB,GBBRS,DGR,BRS-AMS,BRS,AMS,EXP,Automotive,Car Parts,Y,2793.1,Shipment processed normally
MAWB108665,LH,2025-09,GB,GBMAN,GEN,MAN-LHR,MAN,LHR,DGR,Aerospace,Maintenance Kits,Y,2816.3,
MAWB108666,CX,2025-12,GB,GBMAN,DIM,MAN-BKK,MAN,BKK,GEN,Perishables,Flowers,N,3549.8,Shipment moved as planned
MAWB108667,EK,2025-06,US,USATL,GEN,ATL-ICN,ATL,ICN,GEN,Retail,Clothing,Y,928.5,
MAWB108668,CX,2025-12,SG,SGSIN,PRM,SIN-HKG,SIN,HKG,DGR,Perishables,Fruit,Y,1298.5,Health export certificate expired - replacement obtained before departure
MAWB108669,SQ,2025-06,DE,DEFRA,DGR,FRA-CDG,FRA,CDG,GEN,Automotive,Gearboxes,Y,4063.1,Shipment moved as planned
MAWB108670,CX,2025-06,GB,GBLHR,GEN,LHR-LAX,LHR,LAX,GEN,Aerospace,Turbine Components,Y,4738.5,Shipment moved as planned
MAWB108671,BA,2025-05,GB,GBMAN,XPS,MAN-JNB,MAN,JNB,DGR,Retail,Clothing,N,722.9,Shipment processed normally
MAWB108672,BA,2025-02,GB,GBBHX,DIM,BHX-CDG,BHX,CDG,DGR,Automotive,Gearboxes,N,2513.4,No issues reported
MAWB108673,CX,2025-03,GB,GBMAN,PRM,MAN-ICN,MAN,ICN,EXP,Perishables,Flowers,N,1110.2,Shipment moved as planned
MAWB108674,SQ,2025-02,SG,SGSIN,ECO,SIN-SYD,SIN,SYD,GEN,Perishables,Vegetables,N,347.4,Shipment moved as planned
MAWB108675,DL,2025-03,GB,GBLHR,XPS,LHR-ICN,LHR,ICN,DGR,Automotive,Gearboxes,Y,1661.2,LAT milestone delayed because truck arrived late
MAWB108676,LH,2025-07,NL,NLAMS,GEN,AMS-BKK,AMS,BKK,DGR,Automotive,Tyres,Y,761.3,Automotive cargo missed connecting flight at hub - production line notified
MAWB108677,AF,2025-03,US,USATL,DIM,ATL-LHR,ATL,LHR,DGR,Perishables,Fruit,Y,3564.2,Standard handling completed
MAWB108678,EK,2025-07,DE,DEFRA,GEN,FRA-NRT,FRA,NRT,DGR,Automotive,Tyres,N,2691.9,Shipment processed normally
MAWB108679,AF,2025-05,AE,AEDXB,PRM,DXB-MEX,DXB,MEX,EXP,Aerospace,Maintenance Kits,N,762,Shipment processed normally
MAWB108680,LH,2025-10,GB,GBBRS,DGR,BRS-ICN,BRS,ICN,DGR,Perishables,Fruit,Y,95.7,Standard handling completed
MAWB108681,AF,2025-08,AE,AEDXB,GEN,DXB-AMS,DXB,AMS,GEN,Aerospace,Turbine Components,N,4050.4,No issues reported
MAWB108682,AF,2025-04,GB,GBMAN,DIM,MAN-AMS,MAN,AMS,GEN,Aerospace,Maintenance Kits,N,922.2,Standard handling completed
MAWB108683,EK,2025-06,SG,SGSIN,GEN,SIN-FRA,SIN,FRA,GEN,Perishables,Vegetables,N,3050.8,Health export certificate expired - replacement obtained before departure
MAWB108684,AF,2025-04,GB,GBBRS,DGR,BRS-LHR,BRS,LHR,GEN,Retail,Consumer Electronics,Y,1717.8,Road haulier breakdown caused late delivery of retail cargo
MAWB108685,SQ,2025-03,SG,SGSIN,GEN,SIN-AMS,SIN,AMS,GEN,Pharma,Medical Devices,Y,2948.2,Shipment processed normally
MAWB108686,DL,2025-02,GB,GBBHX,PRM,BHX-GRU,BHX,GRU,EXP,Aerospace,Avionics,Y,1612.5,
MAWB108687,SQ,2025-02,AE,AEDXB,DGR,DXB-BKK,DXB,BKK,DGR,Aerospace,Avionics,N,480.4,Shipment moved as planned
MAWB108688,LH,2025-12,US,USATL,ECO,ATL-FRA,ATL,FRA,EXP,Aerospace,Avionics,Y,1153.6,Security screening issue / additional xray required
MAWB108689,AF,2025-01,AE,AEDXB,GEN,DXB-ICN,DXB,ICN,GEN,Perishables,Flowers,Y,980.9,Security screening issue / additional xray required
MAWB108690,CX,2025-05,GB,GBMAN,XPS,MAN-BKK,MAN,BKK,EXP,Pharma,Laboratory Samples,N,2168.7,No issues reported
MAWB108691,AF,2025-12,FR,FRCDG,DGR,CDG-DXB,CDG,DXB,EXP,Retail,Clothing,Y,3308.5,Origin customs delay - certificate of conformity missing for electronics
MAWB108692,DL,2025-08,GB,GBBHX,PRM,BHX-JNB,BHX,JNB,EXP,Pharma,Insulin,N,1355.8,Incorrect AWB details corrected before departure
MAWB108693,LH,2025-02,FR,FRCDG,XPS,CDG-HKG,CDG,HKG,EXP,Retail,Homeware,N,109.7,No issues reported
MAWB108694,EK,2025-10,NL,NLAMS,PRM,AMS-BKK,AMS,BKK,DGR,Retail,Footwear,N,2618.7,FWB docs missing - reissued before departure
MAWB108695,UA,2025-08,GB,GBBRS,DGR,BRS-DEL,BRS,DEL,GEN,Automotive,Engine Components,Y,3048.5,Airline equipment change - heavy automotive cargo offloaded due to weight
MAWB108696,SQ,2025-05,FR,FRCDG,DIM,CDG-DXB,CDG,DXB,EXP,Automotive,Car Parts,Y,4816.2,Shipment processed normally
MAWB108697,BA,2025-10,AE,AEDXB,GEN,DXB-FRA,DXB,FRA,GEN,Retail,Footwear,Y,2967.9,Consignee distribution centre not available - delivery rescheduled
MAWB108698,DL,2025-11,NL,NLAMS,XPS,AMS-JFK,AMS,JFK,DGR,Aerospace,Aircraft Parts,Y,2382.3,
MAWB108699,UA,2025-10,DE,DEFRA,XPS,FRA-LAX,FRA,LAX,GEN,Automotive,Gearboxes,N,2888.3,Shipment moved as planned
MAWB108700,BA,2025-10,SG,SGSIN,GEN,SIN-LHR,SIN,LHR,GEN,Perishables,Fruit,N,4643.1,
MAWB108701,AF,2025-03,GB,GBBHX,PRM,BHX-JFK,BHX,JFK,DGR,Retail,Clothing,Y,4150.5,Airline equipment change - reduced belly capacity during peak season
MAWB108702,AF,2025-03,GB,GBLHR,PRM,LHR-SIN,LHR,SIN,EXP,Retail,Homeware,Y,1648.7,Shipment held due to missing invoice & packing list
MAWB108703,SQ,2025-11,AE,AEDXB,GEN,DXB-ATL,DXB,ATL,GEN,Perishables,Flowers,N,1224.4,Shipment processed normally
MAWB108704,UA,2025-06,DE,DEFRA,PRM,FRA-BKK,FRA,BKK,DGR,Perishables,Vegetables,N,1350,
MAWB108705,DL,2025-09,AE,AEDXB,GEN,DXB-DEL,DXB,DEL,GEN,Perishables,Flowers,N,2546.9,No issues reported
MAWB108706,LH,2025-11,GB,GBLHR,DGR,LHR-GRU,LHR,GRU,EXP,Automotive,Car Parts,Y,3733,Standard handling completed
MAWB108707,LH,2025-06,DE,DEFRA,GEN,FRA-DEL,FRA,DEL,GEN,Pharma,Vaccines,Y,2540.9,Standard handling completed
MAWB108708,DL,2025-10,SG,SGSIN,DIM,SIN-LHR,SIN,LHR,EXP,Aerospace,Avionics,Y,385.6,
MAWB108709,EK,2025-12,AE,AEDXB,PRM,DXB-ATL,DXB,ATL,DGR,Pharma,Vaccines,N,3631.7,Shipment processed normally
MAWB108710,DL,2025-07,DE,DEFRA,PRM,FRA-PVG,FRA,PVG,EXP,Perishables,Flowers,N,4039.6,No issues reported
MAWB108711,LH,2025-12,US,USATL,DGR,ATL-JFK,ATL,JFK,DGR,Pharma,Laboratory Samples,Y,1483,
MAWB108712,AF,2025-04,FR,FRCDG,DIM,CDG-HKG,CDG,HKG,EXP,Retail,Homeware,Y,3337.4,Shipment processed normally
MAWB108713,UA,2025-04,NL,NLAMS,ECO,AMS-ATL,AMS,ATL,DGR,Perishables,Fish,N,2161.6,Shipment processed normally
MAWB108714,CX,2025-12,DE,DEFRA,DIM,FRA-PVG,FRA,PVG,DGR,Automotive,Tyres,Y,4451.1,Standard handling completed
MAWB108715,SQ,2025-08,GB,GBMAN,DIM,MAN-AMS,MAN,AMS,GEN,Aerospace,Maintenance Kits,Y,4233.9,Shipment processed normally
